DC ID,Latitude,Longitude,Assemb,Fixed,q0,c0,q1_old,c1,q2_old,c2
DC1987,43.07,-89.4,4.10,154100,150000,0.77,100000,0.69,100000,0.69
DC1988,44.092,-87.717,2.71,129400,150000,0.65,100000,0.58,100000,0.58
DC1989,43.753,-90.112,3.26,154300,150000,0.77,100000,0.69,100000,0.69
DC1990,43.14,-88.11,1.79,144200,150000,0.72,100000,0.65,100000,0.65
DC1991,44.871,-91.949,4.08,149900,150000,0.75,100000,0.67,100000,0.67
DC1992,43.024,-87.978,2.99,138200,150000,0.69,100000,0.62,100000,0.62
DC1993,42.871,-88.343,6.62,135300,150000,0.68,100000,0.61,100000,0.61
DC1994,42.975,-88.1,4.26,133400,150000,0.67,100000,0.6,100000,0.6
DC1995,42.58,-88.227,3.16,136200,150000,0.68,100000,0.61,100000,0.61
DC1996,45.14,-92.535,7.05,138000,150000,0.69,100000,0.62,100000,0.62
DC1997,42.864,-87.914,4.54,135700,150000,0.68,100000,0.61,100000,0.61
DC1998,43.107,-88.499,4.43,139800,150000,0.7,100000,0.63,100000,0.63
DC1999,43.908,-91.241,4.79,155200,150000,0.78,100000,0.7,100000,0.7
DC2000,44.031,-88.615,4.85,126400,150000,0.63,100000,0.57,100000,0.57
DC2001,42.522,-87.884,1.75,141400,150000,0.71,100000,0.64,100000,0.64
DC2002,44.417,-89.531,0.75,130600,150000,0.65,100000,0.59,100000,0.59
DC2003,42.737,-87.865,7.76,133900,150000,0.67,100000,0.6,100000,0.6
DC2004,45.55,-91.749,0.71,157400,150000,0.79,100000,0.71,100000,0.71
DC2005,44.859,-92.579,7.46,150600,150000,0.75,100000,0.68,100000,0.68
DC2006,44.873,-89.621,3.69,112800,150000,0.56,100000,0.51,100000,0.51
DC2007,44.805,-88.595,0.71,121600,150000,0.61,100000,0.55,100000,0.55
DC2008,43.701,-87.727,1.60,123800,150000,0.62,100000,0.56,100000,0.56
DC2009,44.531,-89.606,5.45,126500,150000,0.63,100000,0.57,100000,0.57
DC2010,42.699,-87.943,6.69,134100,150000,0.67,100000,0.6,100000,0.6
DC2011,43.191,-89.19,0.37,160600,150000,0.8,100000,0.72,100000,0.72
DC2012,43.215,-87.953,5.22,139100,150000,0.7,100000,0.63,100000,0.63
DC2013,45.487,-89.734,5.71,118800,150000,0.59,100000,0.53,100000,0.53
DC2014,44.981,-89.719,4.68,120200,150000,0.6,100000,0.54,100000,0.54
DC2015,43.085,-88.036,3.13,138300,150000,0.69,100000,0.62,100000,0.62
DC2016,43.372,-88.149,0.71,132400,150000,0.66,100000,0.6,100000,0.6
DC2017,43.207,-89.337,5.85,155200,150000,0.78,100000,0.7,100000,0.7
DC2018,45.923,-89.671,0.66,116600,150000,0.58,100000,0.52,100000,0.52
DC2019,37.8,-81.23,7.62,158500,150000,0.79,100000,0.71,100000,0.71
DC2020,37.292,-81.23,7.52,173600,150000,0.87,100000,0.78,100000,0.78
DC2021,38.953,-80.232,7.03,150400,150000,0.75,100000,0.68,100000,0.68
DC2022,38.352,-81.634,6.49,166000,150000,0.83,100000,0.75,100000,0.75
DC2023,39.279,-80.433,6.66,150100,150000,0.75,100000,0.68,100000,0.68
DC2024,37.738,-82.15,4.43,138300,150000,0.69,100000,0.62,100000,0.62
DC2025,39.439,-80.143,4.36,146200,150000,0.73,100000,0.66,100000,0.66
DC2026,38.127,-80.976,5.70,158200,150000,0.79,100000,0.71,100000,0.71
DC2027,38.375,-82.399,1.72,139200,150000,0.7,100000,0.63,100000,0.63
DC2028,38.399,-81.975,6.79,169200,150000,0.85,100000,0.76,100000,0.76
DC2029,39.373,-78.031,0.84,150500,150000,0.75,100000,0.68,100000,0.68
DC2030,39.343,-77.94,7.26,158600,150000,0.79,100000,0.71,100000,0.71
DC2031,39.453,-77.968,4.67,153600,150000,0.77,100000,0.69,100000,0.69
DC2032,39.614,-80.031,2.68,145200,150000,0.73,100000,0.65,100000,0.65
DC2033,38.312,-81.768,3.48,167700,150000,0.84,100000,0.75,100000,0.75
DC2034,40.08,-80.599,4.76,151500,150000,0.76,100000,0.68,100000,0.68
DC2035,40.155,-80.655,5.54,141400,150000,0.71,100000,0.64,100000,0.64
DC2036,39.369,-81.461,1.72,170300,150000,0.85,100000,0.77,100000,0.77
DC2037,43.098,-106.394,6.88,177100,150000,0.89,100000,0.8,100000,0.8
DC2038,41.14,-104.82,1.86,188100,150000,0.94,100000,0.85,100000,0.85
DC2039,44.279,-105.494,0.28,184400,150000,0.92,100000,0.83,100000,0.83
DC2040,41.525,-109.521,7.69,147800,150000,0.74,100000,0.67,100000,0.67
DC2041,41.362,-108.903,6.07,148200,150000,0.74,100000,0.67,100000,0.67
